id,dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29
N737,-0.02656636,0.01648125,0.018407643,-0.008740288,-0.0035607768,-0.026928114,0.022533912,0.026390646,0.045502692,-0.7134243,0.045834195,0.01199827,0.027825695,-0.02458357,0.008773707,0.010146729,0.2083645,-0.014535239,-0.031132994,-0.028547322,-0.021559846,-0.008473815,-0.041521538,0.04908829,0.007211374,0.020233277,-0.004826973,-0.006772414,0.005076144,0.022117242
N1332,-0.042918492,0.075872846,0.032097217,0.045544546,0.0014761556,-0.009458536,0.010844931,0.055797525,0.110753804,0.14754418,0.09629238,-0.0075541157,0.070092924,-0.105869375,0.018312564,-0.014345195,0.86644083,-0.03749031,-0.074259065,-0.043855116,0.025807425,0.0032094037,-0.033918567,0.06327961,-0.036900524,0.04424064,-0.033677243,-0.000580956,0.013823787,0.03058606
N1514,-0.03552954,0.019809442,0.01401794,0.004639377,-0.0022391425,-0.02432119,0.023084234,0.025388602,0.049286395,0.0024186186,0.05405594,-0.0036672242,0.035697017,-0.04138931,0.002298986,0.0054035215,0.21617423,-0.0070265443,-0.033033546,-0.032763693,-0.02070918,-0.014264865,-0.022650052,0.041687045,-0.0037272274,0.031328525,-0.002360939,-0.0002693194,0.01204339,0.019917168
N771,-0.028668413,0.005990273,0.01585859,-0.014177928,-0.0062997667,-0.025069518,0.027979327,0.016072854,0.028154338,-0.7717831,0.039487205,0.0046843924,0.015798025,-0.013704741,0.005902977,0.00915209,0.27885503,-0.004489641,-0.018126445,-0.023809195,-0.017944826,-0.0124297235,-0.03308253,0.031689458,0.011311156,0.019229406,-0.006105584,-0.0011095076,-0.0003490597,0.02614244
N4800,-0.016479466,0.0038048388,0.014091166,-0.027629483,-0.010753428,-0.008524466,0.03350821,0.002311619,0.008122239,-1.2623925,0.016862597,0.0037165955,-0.008523153,-0.0006883405,0.0045250566,0.0045243213,0.8892385,-0.00071496936,-0.016631065,-0.009180571,0.0027120747,-0.0024927082,-0.035159267,0.0045015765,0.010442029,0.004328441,-0.013843392,0.0022050056,-0.0030920599,0.012938783
N2188,-0.017583597,0.006247656,0.01580166,-0.028177276,-0.010239803,-0.009892929,0.03075986,0.004438767,0.014019161,-1.2968087,0.018040784,0.0053626783,-0.005417194,0.0004026387,0.007143931,0.003986542,0.97196376,-0.007241298,-0.023452984,-0.011758011,4.5843422e-05,-0.004467128,-0.038404014,0.014639476,0.011685221,0.0028899668,-0.012682787,-0.0027129056,-0.00064869784,0.011075325
N4443,-0.02142734,0.009509737,0.020384256,-0.018741576,-0.010606176,-0.01651793,0.032473013,0.012677204,0.021025376,-0.8738687,0.02996524,-0.00020304322,0.002653719,-0.011072672,0.0057625067,0.0006120764,0.8494209,-0.0049084746,-0.019342912,-0.014617183,-0.00019901246,-0.0037681758,-0.036791492,0.017739832,0.009140655,0.011908887,-0.011399991,-0.0014102282,0.0019758139,0.01728759
N1599,-0.03477909,0.03673737,0.025638916,0.012242026,-0.005367608,-0.010705685,0.021815045,0.030882642,0.05861345,-0.31353828,0.05498712,-0.008573142,0.031079147,-0.052513152,0.009613967,-0.00628742,0.843137,-0.01814603,-0.043844543,-0.028767182,0.010754067,-0.0042947107,-0.032278415,0.036334023,-0.012440156,0.024098964,-0.016581006,-0.0030564817,0.00907836,0.024171343
N1602,-0.022846876,0.01702628,0.03530887,-0.0012399023,-0.008048498,0.0017201211,0.017358132,-0.00274257,0.01375341,-1.0864629,0.027425949,-0.0038493276,0.006706479,-0.01395431,0.025537075,-0.010770382,2.3049831,-0.01180991,-0.025554366,-0.018388001,0.017066304,0.016698329,-0.0008329768,0.022106048,0.008906998,0.005469423,-0.022292696,0.00697589,0.0064831376,0.0061220797
N2033,-0.045368284,0.08610422,0.033305686,0.05245286,0.005235238,-0.0032658828,0.010344977,0.06254395,0.12016332,0.16179398,0.099341944,-0.009613334,0.07512701,-0.11580054,0.0189242,-0.017765116,0.8076696,-0.041976675,-0.08268317,-0.04636561,0.033201013,0.004218202,-0.039858874,0.06784389,-0.043748286,0.04069772,-0.038941957,-0.0027189588,0.014311539,0.035517804
N3199,-0.029126639,0.042069733,0.04276324,0.018133383,-0.013889569,-0.00052279606,0.01854019,0.021202963,0.048867278,-0.6790277,0.06124633,-0.010818621,0.018573802,-0.049099457,0.022435112,-0.019243725,1.8768587,-0.01993366,-0.043054767,-0.026147591,0.039665934,0.021357184,-0.017950598,0.025235126,-0.0075297933,0.015723879,-0.03758171,0.008397763,0.0015716534,0.024711771
N334,-0.028185211,0.040406123,0.041048475,0.01608887,-0.013319406,-9.256136e-05,0.0197232,0.020267472,0.045705095,-0.7004043,0.05848025,-0.011223904,0.015921898,-0.04657661,0.020480517,-0.01848191,1.8380394,-0.018350704,-0.040505685,-0.02452366,0.038664285,0.02073864,-0.019471627,0.023115499,-0.006470004,0.014558621,-0.036470648,0.007939783,0.0015427154,0.024794104
N2982,-0.027726784,0.037212864,0.0397058,0.012779492,-0.012779969,-0.0004800437,0.019003924,0.01742921,0.04236237,-0.6755037,0.054077256,-0.010540479,0.01429518,-0.042252887,0.021256007,-0.016089216,1.7840945,-0.01801377,-0.038954794,-0.023022806,0.03461269,0.019863704,-0.017491605,0.02353453,-0.002452666,0.013643577,-0.034009878,0.0064504137,0.0016187076,0.02258661
N1883,-0.02754492,0.038574774,0.040290326,0.014464705,-0.013327942,-3.1066127e-05,0.019718163,0.018751267,0.0433421,-0.710651,0.05626004,-0.010903368,0.014363087,-0.044100493,0.02039766,-0.017566554,1.8159217,-0.017637141,-0.039268807,-0.02364071,0.037246626,0.020483604,-0.018747743,0.022450028,-0.0047368314,0.013834153,-0.03554262,0.0077241436,0.0014004111,0.023984209
N1996,-0.02534214,0.01289922,0.01838155,-0.01416345,-0.007751339,-0.014543418,0.024878701,0.011749707,0.029235473,-0.63854253,0.03150666,0.0012510307,0.010167907,-0.01803259,0.009602176,0.0033668801,0.6439913,-0.012423631,-0.02884859,-0.016757656,-0.007429516,-0.0026841415,-0.028826032,0.027703132,0.010901556,0.013395719,-0.010539281,-0.0043253168,0.0038618967,0.013965072
N4341,-0.02554799,0.032820333,0.03996713,0.007906263,-0.0136886975,-0.0020585675,0.017736629,0.01390842,0.038725473,-0.71876734,0.050537456,-0.0075093647,0.011547576,-0.03591639,0.024489755,-0.01357723,1.7274779,-0.01883771,-0.03711208,-0.021208197,0.031126011,0.021513825,-0.015653837,0.025224723,0.0042806864,0.012611857,-0.033354282,0.005464223,-0.0009381324,0.020358486
N2241,-0.03470963,0.024119828,0.022300027,0.0022211643,-0.0063879313,-0.020596648,0.023326159,0.028541502,0.052145287,-0.27830422,0.053173434,-0.0016210079,0.030148339,-0.041156594,0.008465482,0.0010718685,0.35283762,-0.014932999,-0.038337626,-0.028759835,-0.0065988284,-0.008240038,-0.032680023,0.03995572,-0.0025693104,0.026098918,-0.009756424,-0.0044640424,0.004943682,0.024949946
N184,-0.028261812,0.00295891,0.0103423,-0.011911865,-0.007491679,-0.024197413,0.0254272,0.019315254,0.029136648,-0.096143335,0.037506305,0.002785053,0.013585643,-0.011662221,-0.00069729006,0.011451159,-0.09946664,-0.0048251865,-0.024992011,-0.022920204,-0.026095472,-0.020164572,-0.028667629,0.03363949,0.013901535,0.019614832,0.0028956672,-0.014023795,0.0002390854,0.017776828
N3354,-0.01708025,0.0028676041,0.010482596,-0.025192136,-0.006575289,-0.009524317,0.028575314,0.0038431399,0.009608135,-0.9966931,0.0132969245,0.0030183252,-0.0063185752,-0.0008453354,0.0042222408,0.006991827,0.5935413,-0.004643748,-0.018736416,-0.007964314,-0.007234458,-0.0056012277,-0.03221687,0.015761668,0.016463406,0.0040259613,-0.007173824,-0.0052635977,0.0021054652,0.012304589
N2239,-0.03449755,0.009074867,0.018239789,-0.010878741,-0.006838103,-0.02803071,0.029782832,0.02042291,0.033215366,-0.4018637,0.043454554,0.00039232522,0.021007735,-0.021002939,0.0055780723,0.0077834874,0.25307667,-0.0050575226,-0.022932181,-0.026945759,-0.020888317,-0.015552205,-0.031555016,0.036037154,0.008491159,0.023556096,-0.001994785,-0.0040985057,0.004282521,0.02230232
N913,-0.024626454,0.0052882633,0.026060332,0.0024432242,-0.0046327254,-0.022309,0.014944985,0.019417621,0.037685975,-1.0336795,0.052519996,0.010011792,0.028661285,-0.019592777,0.015304605,0.0065356577,-0.22094247,0.002779543,-0.014700837,-0.033545855,-0.008790979,-0.00744617,-0.018916737,0.031912424,0.005141737,0.019527582,-0.020906072,0.012293681,-0.007935442,0.04571383
N1914,-0.015544536,0.005597818,0.016442798,-0.015274489,-0.0058351653,-0.008548975,0.027449507,0.008139174,0.01238328,-0.8562481,0.01831184,0.0008532107,-0.0010404466,-0.010801047,0.007897319,0.00028540194,0.4877699,0.0036125367,-0.011858948,-0.00793305,0.005301334,0.0027646273,-0.021786556,0.0078065726,0.008116852,0.008275057,-0.015439556,0.0046858396,0.00011687912,0.02132052
N3160,-0.019652117,0.004776289,0.012805134,-0.017023003,-0.0047426885,-0.0140858665,0.024764564,0.011268828,0.019991739,-1.0791038,0.028375786,0.007981235,0.0074063046,-0.010878789,0.007998055,0.009389595,0.17404434,0.0022302112,-0.013751579,-0.01720376,-0.0042314213,-0.003370623,-0.025345504,0.016872207,0.010523566,0.01567933,-0.015237286,0.0056141363,-0.0031127948,0.028939392
N3933,0.0079829525,0.0014688433,-0.02374642,-0.050517056,-0.0147872185,-0.01558724,0.04817511,0.061544523,0.027660245,2.4002287,-0.01951549,0.040789004,-0.030318413,0.019599102,-0.023581443,0.0024345443,-0.74756944,0.011362216,-0.003120046,0.022350311,-0.006593788,-0.019712377,-0.0432326,-0.028774958,0.0071357917,0.01716852,0.017353773,-0.05596758,-0.011029415,-0.033347037
N2812,-0.025805548,0.007549478,0.015401632,-0.022218294,-0.0068907673,-0.021469103,0.030343935,0.015598405,0.024819592,-0.82235336,0.030793063,0.004530592,0.008722329,-0.01126354,0.0064858827,0.009213277,0.38377374,-0.0061898786,-0.021257952,-0.017374441,-0.0121936,-0.00993264,-0.037009418,0.027357196,0.014122972,0.01677813,-0.0058394847,-0.0057193297,0.00040855817,0.019794412
N4997,-0.032857917,0.0048516705,0.018621508,-0.013460698,-0.009189242,-0.026758058,0.028927721,0.019739185,0.028555775,-0.5193349,0.040166613,0.0033468492,0.016420197,-0.016851638,0.007587299,0.0087946495,0.08673094,-0.0004610722,-0.020424178,-0.025207546,-0.016675241,-0.013030719,-0.027997695,0.0293872,0.012143175,0.022927957,-0.0060970923,-0.002246667,-0.00024272688,0.026644371
N3686,-0.031055292,0.003267147,0.015821429,-0.012605138,-0.0076755965,-0.025599977,0.025709584,0.017121322,0.027322272,-0.5651791,0.03922767,0.005419284,0.01529484,-0.013357746,0.006787553,0.011175734,0.06772295,-0.0045597064,-0.020411137,-0.024659762,-0.021603934,-0.015176173,-0.030256804,0.033914853,0.0145202745,0.019018026,-0.0030070618,-0.0058881305,-0.0032875855,0.024783898
N200,-0.004928304,0.0055449833,0.008527361,-0.032066483,0.0024829921,-0.004631834,0.018342901,0.0047628507,0.017738333,-2.301313,0.008389605,0.025549088,0.0068643894,0.0015655281,0.012175642,0.0127099715,0.3496887,-0.0038125818,-0.022885157,-0.015266248,0.00014706329,0.0031033987,-0.0298547,0.01807987,0.0068807965,0.0014884388,-0.020829234,0.008696985,-0.001204472,0.022322774
N926,-0.027613107,0.0031967522,0.014897352,-0.011214228,-0.0059329914,-0.020042406,0.02732578,0.013345666,0.020332335,-0.6195502,0.03506782,-0.00088013336,0.010007613,-0.01390465,0.0045657116,0.005893127,0.28871626,0.0011133952,-0.013890235,-0.020325378,-0.012523921,-0.010726046,-0.025074005,0.023720516,0.01117854,0.019109232,-0.006727458,0.0013040851,0.00065854937,0.02852536
N219,-0.009328787,0.00025004242,0.012919333,-0.019030664,-0.005198883,-0.013737783,0.031304333,0.004450608,0.0075936727,-1.2746713,0.030250669,0.0060928687,-0.004472059,-0.00427065,0.0051134587,0.0013339985,0.61296123,0.0038444623,-0.0013733432,-0.008351047,-0.0001835972,-0.0005981643,-0.03361728,0.007294908,0.012407917,0.008877599,-0.020694237,0.010125896,-0.01017997,0.029080842
N4287,0.01656268,0.0024378174,0.001085408,0.005608595,0.014276767,0.03052673,-0.010037654,-0.013287749,0.008452551,-1.4721817,-0.0052404413,0.0048700348,-0.009168496,-0.011502293,0.0078071174,0.005769492,-0.95949954,-0.015051618,-0.016400684,0.010082065,-0.0041782483,-0.007150884,-0.017818898,0.029433655,0.016444745,-0.016431788,-0.016376436,-0.007990262,-0.0007323902,0.015752995
N1447,-0.020261252,0.007660745,0.023041189,0.0042919647,0.00012519863,-0.020559123,0.01055986,0.016852017,0.037563413,-1.3189547,0.05248214,0.013265733,0.029555734,-0.01994333,0.016684966,0.009983222,-0.042632647,0.0009947908,-0.0119658755,-0.033804003,-0.010172367,-0.0047121197,-0.020961396,0.037137914,0.006313652,0.01645091,-0.02196581,0.014159807,-0.010584816,0.049502928
N1627,-0.0054741427,0.0016130968,0.006454655,-0.022251245,0.0011038715,-0.0016537486,0.02223897,-0.0021707825,0.003635222,-1.7247931,0.008989444,0.009914547,-0.0077773994,0.0026222738,0.0053911987,0.0051055057,0.8750765,-0.001425195,-0.010971396,-0.0069153416,-0.000521522,-0.0020995345,-0.029977888,0.011306405,0.010068579,-9.261968e-05,-0.013732026,0.0049102753,5.4314733e-06,0.016888782
N3530,0.010357289,-0.0028270348,-0.035961602,-0.054692302,-0.017612938,-0.018474344,0.043615058,0.07164144,0.027657611,2.5342796,-0.023126828,0.049462292,-0.04052907,0.03290153,-0.035925724,0.003283145,-0.659947,0.0005830624,-0.014267488,0.020998975,-0.01903091,-0.034754448,-0.057587087,-0.0220965,0.014252398,0.010197598,0.034677416,-0.08121781,-0.014397584,-0.04684557
N3527,0.011207638,-0.0033791487,-0.03647512,-0.05647651,-0.017312665,-0.016406652,0.044068288,0.07141312,0.024306362,2.5834885,-0.02886653,0.05059616,-0.043899067,0.03550806,-0.034860615,0.0021825917,-0.7537655,0.0024225805,-0.012316112,0.024067746,-0.014733557,-0.034648553,-0.05356984,-0.025707481,0.011972569,0.008748232,0.035295486,-0.08226649,-0.0164681,-0.047663152
N3479,-0.009821987,0.0025174706,0.013832247,-0.008156216,-0.0015311167,-0.0058925264,0.023628555,0.0014337637,0.011973225,-0.9882061,0.026618231,-0.0021274146,0.00031932816,-0.017374301,0.006730011,0.0009984281,0.1335011,0.008111698,-0.0032002581,-0.0073327203,0.0032190569,0.00062701013,-0.016719736,0.0069603217,0.007820504,0.012471128,-0.019064702,0.010554544,-0.0043585636,0.025720155
N2499,-0.026108371,0.013463607,0.01659308,-0.022745293,-0.0106107285,-0.01574577,0.03755179,0.02381071,0.022887198,0.63890475,0.020209115,0.0073669814,-0.0005844701,-0.030427396,0.015773766,-0.00017682277,-1.0484394,0.011391524,-0.0116567165,0.0025986752,0.027362045,0.012738708,-0.0026196027,-0.016810395,-0.0137708485,0.02856943,-0.021670654,-0.0017835947,-0.01498263,0.017875597
N3546,-0.029841106,0.0039470685,0.0052927453,-0.009391934,-0.010616814,-0.035284743,0.031267427,0.033349995,0.040798716,0.59510976,0.049709287,0.0039058663,0.023213163,-0.011570326,-0.012609992,0.007018215,0.026397675,-0.00022149505,-0.028595058,-0.029112352,-0.035550836,-0.028327893,-0.029532652,0.0302586,0.006119417,0.028082903,0.008461628,-0.01441599,0.009360887,0.011161257
N3518,-0.025256611,0.03233154,0.037431654,0.0028246595,-0.012386181,-0.001275626,0.021316603,0.013382971,0.033968516,-0.7791144,0.04516625,-0.0076372325,0.0075072376,-0.031905785,0.021655338,-0.011852495,1.7902802,-0.01610169,-0.03394293,-0.018143753,0.031403493,0.019837996,-0.019424114,0.020047797,0.0042275526,0.0118109975,-0.03209686,0.0029525284,0.00027676672,0.018347934
N1956,-0.014791417,0.00073964056,0.014199765,-0.01702175,-0.0076212185,-0.0037512425,0.031960454,-0.002400877,-0.0006881347,-1.2452534,0.018393274,-0.0024824943,-0.01202124,-0.00041351188,0.0034983414,-0.0022740606,1.2289647,0.0043150554,-0.007370654,-0.008107738,0.0031805634,-0.004529226,-0.026638854,0.0036245896,0.010071786,0.0034897996,-0.013037174,0.006863567,0.00023171678,0.014346822
N1735,-0.029267812,0.008150965,0.015620988,-0.011787726,-0.00666852,-0.015718061,0.026833043,0.012740262,0.021001616,-0.5056467,0.028705046,-0.004316356,0.007598412,-0.016883338,0.0054855277,0.0068949526,0.41977972,-0.0014727428,-0.020240316,-0.017792055,-0.0093139205,-0.01104136,-0.024592295,0.023712361,0.012047576,0.016985537,-0.004328345,-0.004789239,0.0041191597,0.01913333
N2050,-0.013909509,0.0023514717,0.015272401,-0.019802587,-0.008501909,-0.0077291112,0.032110143,0.0023816116,0.0045341663,-1.1289321,0.016347487,-0.00029025413,-0.0077987975,-0.0019362601,0.003439792,-0.0023670476,1.1173477,0.0024273815,-0.010084875,-0.008270621,0.0031041391,-0.002648943,-0.029501405,0.004743321,0.0071014687,0.0042557362,-0.012749161,0.004515228,0.0028671902,0.014306133
N600,-0.016112551,0.010271208,-0.004752881,-0.02097281,-0.011095089,-0.039950743,0.036362197,0.054942638,0.07262775,1.2785974,0.0641399,0.017328579,0.038141675,-0.025762621,-0.02594781,-0.001570262,0.37870985,-0.011918951,-0.049939252,-0.024569642,-0.039335195,-0.013681367,-0.041655954,0.017654646,-0.008185172,0.041351844,0.008704332,-0.0143400775,0.0137517955,-0.011684662
N1827,-0.016027674,0.002024922,0.00990162,-0.01703425,-0.0030859578,-0.0066704396,0.023410589,0.001608666,0.009394214,-1.009895,0.017910898,0.00063697994,-0.0033911625,-0.006270652,0.004020626,0.008205089,0.31003386,-0.0014486411,-0.013672058,-0.009382864,-0.007203914,-0.00661922,-0.025561754,0.01757541,0.016057951,0.006504654,-0.008807599,-0.0014193901,-0.00035424344,0.018300237
N207,0.00018983148,0.0066447263,0.005803355,-0.037726987,-0.0036603855,0.0017796475,0.027223963,-0.00076554716,0.0027927477,-2.3969486,-0.0020229872,0.019082963,-0.017972304,0.0119819,0.0062430757,0.0057251295,1.4397748,-0.012079084,-0.022635438,-0.0013443764,0.0077761747,-0.0011869557,-0.048944253,0.010765014,0.010727475,-0.008741919,-0.014466512,-0.0049850848,-0.0016376209,0.004829413
N3684,-0.01690853,0.0131626185,0.033389684,0.005551192,-0.0020678313,-0.0030228253,0.008712992,-0.008552491,0.017272586,0.8358723,0.02886029,-0.020184014,0.018076267,-0.0074505666,0.017106844,0.00033159368,1.7726452,0.0044886847,-0.0091683455,-0.016845884,0.0025289953,0.021313475,0.021244466,0.01655035,0.015559056,0.011878154,-0.01778872,0.014953938,0.01303459,0.004015741
N1686,-0.010401884,0.0062577366,0.038027164,0.011719729,0.0010017129,0.0037393123,0.0018865969,-0.025167797,-0.002739667,1.0633308,0.017032545,-0.027841866,0.008616802,0.0030310024,0.021729209,0.0016852207,2.0317478,0.013952795,0.009493634,-0.010208167,0.0071101747,0.032333076,0.03885961,0.007486418,0.021304205,0.0024239724,-0.019163374,0.0231178,0.011535369,0.002615229
N4296,-0.011908424,0.008641906,0.007721847,-0.02524416,-0.0008494528,0.002547225,0.02005057,0.0003117025,0.008077102,-1.4276551,-0.002210088,0.0072328225,-0.007523142,0.00017751195,0.008796539,0.009448695,0.8631692,-0.008413628,-0.024215475,-0.0040433635,-0.0015919451,-0.0021448657,-0.028225683,0.017288262,0.015990578,-0.0024922236,-0.008453638,-0.0075501744,0.006659908,0.0065409723
N1763,-0.029521413,0.017628362,0.020674065,-0.005974658,-0.008936311,-0.016169623,0.028725654,0.01908904,0.03637483,-0.4915672,0.039680947,-0.0053619593,0.015850797,-0.027944557,0.0046470775,-0.0009990968,0.73172975,-0.008782472,-0.028637284,-0.022472667,-0.0014297981,-0.008249986,-0.032810315,0.025590606,-0.001624193,0.0187038,-0.008198683,-0.0018310257,0.007137156,0.018686766
N4136,-0.032043256,0.0016823304,0.013270147,-0.011226331,-0.008409369,-0.02315527,0.025945216,0.015057735,0.022084305,-0.18779382,0.036686033,0.0004109498,0.010948972,-0.014803281,0.005742163,0.011644614,-0.18598686,0.0010566749,-0.017420363,-0.021406641,-0.016961139,-0.014583565,-0.02103259,0.02423288,0.012993256,0.020990964,-0.0037840204,-0.0070604896,-0.0063107815,0.025363619
N3113,-0.033946864,0.008782925,0.026185848,-0.0079075135,-0.0075449897,-0.021626329,0.029302433,0.017878987,0.029695136,-0.33755803,0.03998202,-0.0014513116,0.020707183,-0.034388356,0.0149337575,-0.00080022216,-0.43938065,0.015860384,-0.015188923,-0.022025343,0.0089956,0.0015377328,-0.0002703853,0.0068565197,-0.007443052,0.031255864,-0.019994799,0.016100034,0.00097217597,0.027855122
N3512,-0.019850409,0.0028292038,0.015842658,-0.020401929,-0.0072233556,-0.012206165,0.03458719,0.0036304314,0.0037388224,-0.9348698,0.02204663,-0.0038516168,-0.007693404,-0.0031457925,0.004758525,0.0026805904,0.8991825,0.0060012867,-0.00445412,-0.008367027,-0.00062667206,-0.00489647,-0.026608579,0.008283125,0.016804008,0.011445476,-0.010352413,0.003760652,0.0011199545,0.01742527
N3371,0.010696227,0.0037492462,0.031530164,0.052784827,0.01598852,0.023730196,-0.036328074,-0.05404707,-0.021728478,2.2601855,0.00666813,-0.038341574,0.0047929967,0.014481912,0.018302158,0.011830876,2.340699,0.016203383,0.041567676,-0.005924606,-0.0012432467,0.03933453,0.072177604,0.014118211,0.028943272,-0.01875081,-0.011424276,0.02549015,0.0054946747,-0.007565071
N2968,-0.022620892,0.0045877225,0.013176363,-0.0029294859,-0.004000957,-0.009846205,0.01605015,0.012069527,0.026149279,-0.40276435,0.031509127,0.0017491449,0.009365193,-0.022000752,0.008480029,0.007304061,-0.37504154,-0.009082982,-0.025337722,-0.016876291,-0.012052929,-0.007456562,-0.023465574,0.027320188,0.010302234,0.013062717,-0.0050621936,-0.009126687,-0.0031435434,0.021535285
N4759,-0.023435289,0.0049281814,0.0125598665,-0.02081943,-0.0069939652,-0.014527174,0.028884426,0.009177048,0.016281046,-0.74344915,0.020809878,0.00020239316,0.0008666869,-0.008191558,0.0040345504,0.0070890905,0.5084284,-0.004735784,-0.019964248,-0.012872393,-0.010476967,-0.0098819975,-0.03206899,0.020815909,0.013842354,0.010129273,-0.00419682,-0.006676605,0.003094541,0.01430548
N2503,-0.017517183,0.0061878697,0.011356626,-0.018134106,-0.0025615906,-0.0076294784,0.026137259,0.008299008,0.012023604,-1.1634054,0.016868785,0.0050557293,0.0031096572,-0.009457486,0.006342256,0.007002767,0.48991394,0.0050311186,-0.011192613,-0.012065183,0.0006890893,-0.0019551488,-0.021622289,0.010678673,0.007474253,0.012918293,-0.013482139,0.0065737115,0.0017949902,0.023437986
N3488,0.0020849537,0.019648919,0.050470274,0.07533447,0.014986127,0.049641065,-0.046295974,-0.061001115,-0.038306847,0.9820631,-0.009184775,-0.044919886,0.011935444,0.0041183867,0.040386472,0.005779637,3.4335315,0.010022841,0.027371092,-0.0002113448,0.02241436,0.054388955,0.07755565,0.007411905,0.013910553,-0.03518479,-0.020569354,0.037365235,0.021605797,-0.009138103
N1826,-0.027927956,0.003772166,0.015547296,-0.017080322,-0.006857286,-0.022842905,0.030212447,0.014555361,0.021392697,-0.6570447,0.035025526,0.0010314919,0.009580129,-0.012019174,0.0050483546,0.0074776867,0.3429538,-0.0022279131,-0.015159661,-0.01930323,-0.01356318,-0.011211107,-0.031309936,0.025131477,0.013019725,0.019088598,-0.0050906884,-0.0024557286,-0.0012277793,0.024852943
N162,-0.026094053,0.004440308,0.014932239,-0.015769275,-0.007264587,-0.016407277,0.030722558,0.010785613,0.015234299,-0.60479593,0.02687445,-0.0033003874,0.0037327772,-0.012352784,0.0040371823,0.0048665935,0.48240846,0.0015783575,-0.014014278,-0.015007661,-0.0064932387,-0.00856596,-0.025588248,0.0170302,0.010260562,0.016073884,-0.00564631,-0.0011781557,0.0017249826,0.020669155
N258,-0.025913483,0.0047363634,0.012089446,-0.007658248,-0.0014061453,-0.015107755,0.015018929,0.014129348,0.028097155,-0.75241846,0.027413037,0.007451199,0.017151397,-0.013167951,0.007762844,0.013348318,-0.062397126,-0.0044302703,-0.026136473,-0.024817275,-0.021029972,-0.013400057,-0.02116498,0.03690853,0.011098608,0.013407791,-0.0019757124,-0.006059332,0.0041818004,0.023044232
N4641,-0.02757191,0.0049813488,0.013348265,-0.015428368,-0.0045482274,-0.02091731,0.025950616,0.014333345,0.02139294,-0.5450939,0.027714517,0.0007747449,0.009138959,-0.010131239,0.005568122,0.008646553,0.37046015,-0.004335915,-0.01824011,-0.019174444,-0.017234987,-0.0147180855,-0.029860787,0.031921208,0.014066579,0.01603214,-0.00014393684,-0.008271579,0.003402844,0.020851517
N3858,-0.0061883256,0.0049021966,0.02983198,0.0039393622,0.0056652767,0.0033018114,0.0020577805,-0.02109839,-0.0004994692,1.2002138,0.018058274,-0.022228846,0.0054926723,0.009341589,0.015198981,0.006480553,1.845498,0.009333384,0.008633876,-0.0065670125,-0.0051182993,0.028257767,0.036816202,0.01803757,0.035967752,0.008442281,-0.011082244,0.010540679,0.012652377,-0.0053414516
N1293,0.031138426,0.005042969,0.0095055625,0.021454927,0.014322976,0.03707456,-0.008467236,-0.008292794,0.020775514,-1.9849693,0.015721854,0.0079858005,-0.001422558,-0.03694914,0.010945691,-0.011934865,-1.3857602,-0.0012352546,-0.0051356936,0.011371297,0.01777789,0.0019197194,-0.012531576,0.019359827,-0.0024079364,-0.0030107219,-0.038828913,0.018699398,-0.0075614676,0.027209379
N3937,-0.023045067,0.0034454507,0.013895029,-0.009706072,-0.0007142378,-0.013088975,0.013145414,0.010356892,0.025877537,-1.0562489,0.025421523,0.00970934,0.015810303,-0.01058301,0.011088716,0.0154859945,-0.11761823,-0.0010045222,-0.021011231,-0.024431627,-0.014579853,-0.009240022,-0.018881429,0.030730257,0.012078477,0.010882662,-0.007529867,-0.000324524,-0.00037635863,0.028094623
N252,-0.015199871,0.0061496855,0.017918823,-0.027593285,-0.009315289,-0.016151406,0.033838317,0.008870102,0.014663219,-1.2724354,0.02475823,0.0069117397,-0.0031389957,-0.0027051917,0.006128958,0.0036555976,0.8620584,-0.0052679353,-0.01634387,-0.011288166,-0.0015186574,-0.0011586566,-0.042423636,0.016243137,0.01359375,0.0065639485,-0.013867698,-0.00048038573,-0.002916485,0.016523503
N3091,-0.025960607,0.017252963,0.027898513,-0.012669847,-0.010547497,-0.013509382,0.02669144,0.010725681,0.0270294,-0.6899636,0.03482977,-0.003421694,0.0076721227,-0.01736074,0.01452551,-0.0016579069,1.292867,-0.011042016,-0.025714982,-0.017179174,0.006616056,0.0027268445,-0.026009582,0.022975277,0.009069464,0.014810935,-0.015154009,-0.0029193428,0.0029633977,0.01318797
N4632,-0.042240698,0.07387373,0.029988639,0.036968112,0.0019078646,-0.0067230593,0.01313137,0.053492785,0.10661529,0.0008927621,0.0886047,-0.008106744,0.06369247,-0.09783241,0.015846951,-0.01421367,0.8626952,-0.038094867,-0.07382863,-0.039854247,0.027156066,0.003360575,-0.039229985,0.057328586,-0.035634242,0.03830105,-0.03562523,-0.0023100055,0.012470789,0.031336345
N4555,-0.038852148,0.041409105,0.026842274,0.021532033,-0.0010250332,-0.008203568,0.017320765,0.03372134,0.06393697,-0.12700972,0.06072734,-0.011519451,0.038254023,-0.060522716,0.011343144,-0.00465318,0.7065682,-0.01957162,-0.046411306,-0.031691965,0.009783953,-0.0043403795,-0.028190996,0.042909957,-0.0134176165,0.027394513,-0.016038742,-0.0032177654,0.010966224,0.028011438
