id,dim0,dim1,dim2,dim3
N2042,-1.0312402,-0.69906044,1.2106805,0.48975676
N844,1.6802264,1.8473663,0.7344541,0.7477722
N58,-0.81918216,0.5919927,0.12000308,1.1252837
N4995,-4.512622,0.10477312,7.7275457,2.7192903
N2237,-4.5443454,0.17282435,7.7945457,2.6794238
N3065,-4.6074376,0.1186115,7.871448,2.8267603
N2699,-4.6423693,0.085486315,7.9063544,2.7790663
N3889,-0.54321647,0.5412916,0.083556585,0.17343299
N4961,1.7243706,2.0678766,0.77871835,0.9183331
N2524,1.6569031,2.106252,0.7226113,0.86035395
N1344,1.6472156,1.5744007,0.6528534,0.7228142
N2543,1.0885073,-0.7540629,-0.64359814,0.49222773
N47,2.0421467,4.1757097,-2.2704153,0.9169919
N4141,0.9651793,1.2678263,-0.71674347,0.10173461
N2455,-0.26456848,-0.8042923,0.81982905,0.7802434
N2758,-1.1501971,1.9366716,-0.09121491,0.096602455
N789,1.8845099,0.4903598,-0.4205848,-1.4518254
N726,0.6729083,0.4330848,-0.50826216,-0.5071085
N894,0.7390431,0.55006397,-0.50655925,-0.39324176
N2377,-0.36878064,-0.06053994,0.404024,0.40802708
N273,0.6167043,0.95904905,0.46544522,-1.1432297
N4034,-0.0683685,0.23356333,-0.71887094,0.32464185
N884,-0.6214227,-0.1091725,-0.524723,0.15502349
N3544,-0.21748582,-0.09288945,-0.7284597,0.641156
N768,-2.613182,0.17797652,3.240194,-0.097894
N1693,1.8467703,-0.6729249,-0.26051554,1.5574869
N4667,0.20374992,-0.7291874,-0.10904169,0.3564981
N1711,1.037741,1.0189872,0.90638834,0.42377126
N1511,-0.65393883,-0.3571436,0.25326705,0.23325022
N1270,0.9088337,0.057271425,0.6036407,-0.6955144
N2452,-0.7138799,0.10583579,-0.0544756,-0.45561522
N647,1.1749241,-0.36510968,0.20068055,-0.8494544
N66,0.15722731,1.1193199,0.15159753,0.60923004
N4959,3.4294927,0.2387138,1.3514009,2.544821
N3542,0.055469483,0.4915552,1.1090218,-0.46723154
N1265,2.425934,0.3658568,0.9388513,2.1488159
N2001,0.09928662,0.09942699,0.6274011,0.5051118
N1234,-0.038257428,1.1080176,0.39182484,0.40694937
N2180,0.36080897,-0.39399245,0.4149775,-0.08544439
N280,-2.1279323,-1.7723792,0.09868773,2.0551631
N1732,0.0009500161,0.13366008,-0.22864816,-0.53808105
N2129,1.3318666,-0.7758574,-1.8529065,-1.2477063
N513,-0.56443805,-0.6296694,2.0798824,-1.2192034
N3816,-0.022037592,0.37075865,0.5735697,0.12776262
N3074,-0.3071082,0.40613824,0.10919007,-0.62686956
N1953,6.6832113,0.32263568,0.009640962,-1.3591301
N2265,6.4790406,0.5929735,-0.1052215,-1.3629558
N3656,-0.22251424,0.4432748,0.07795922,-0.3348366
N2008,1.0020458,-0.32375988,0.34470093,-0.65115917
N1758,0.44275331,1.5765414,0.33520356,-1.7985381
N2788,0.1987755,-0.17992243,0.27591452,-0.60237944
N295,-0.2791688,-0.83116394,0.13933301,0.05034509
N313,1.5857216,0.3020119,-0.23236653,-1.5223899
N1452,0.75972927,0.64925075,-1.8616716,0.89241076
N2496,-0.6198365,-0.34863925,0.33101442,0.10719931
N1682,-0.09478474,0.9072739,-0.030077145,-1.7329482
N2349,-0.1451821,0.7443793,-0.60481703,0.74079865
N285,0.71632975,0.121592365,-1.0136325,0.7306726
N4986,0.36082467,3.6852632,-1.9671606,-0.13749145
N2432,-0.18213293,-0.6038068,-0.25786126,2.3804846
N655,-1.4894896,-0.23250327,1.6134179,-0.14757705
N3155,-1.2803541,1.8259522,-1.0295469,-2.1577265
N1660,0.23952132,3.4050364,-1.9439751,-0.18511301
N2291,0.36122912,3.594722,-1.9648101,-0.19526531
N3136,1.1076933,0.9191849,0.39598593,0.008785188
N1639,-0.9548919,1.2555026,-0.003620945,-0.11653319
N1194,0.23012453,3.9001484,-2.0368552,0.14350957
N3182,-0.31947178,-1.1132448,-0.13204908,-0.72930855
N4996,-0.40962645,0.31396073,0.22790313,0.14773937
N4117,-0.06667276,1.1200974,-0.12645628,0.33169225
N287,0.7864002,0.3514966,-1.438536,1.0124907
N1340,-0.31364447,0.51866406,-0.49201727,-0.77454084
N1792,-0.7124508,0.20687982,-0.10887541,-0.049051944
N1245,1.9410686,0.034937393,-0.1492056,-1.8580252
N1651,0.8177416,-0.13636556,-0.6301548,0.08845414
N2402,0.9943286,-0.91145176,-0.31516564,0.45633543
N4882,-2.9732475,-1.8308979,-0.043169983,1.9211426
N1055,-0.16577229,-0.6115389,0.011441,-0.27805778
N2992,0.24080539,-0.4038097,-0.79307014,0.35081023
N4698,0.2269221,-0.30605146,-0.2932325,-0.20849426
N2749,-0.5370454,-0.043671012,0.4343707,0.39556655
N4430,0.42369372,1.0442101,-0.711952,-0.60524154
N1948,0.41593456,0.8557016,-0.5768741,-0.75953966
N2238,0.5370999,0.79438585,-0.825281,-0.48392278
N376,1.1042817,-0.13507351,2.9173634,-3.0125828
N4119,-0.43384963,-0.87082136,0.20144793,0.1686427
N3251,-1.4179653,-0.46477783,-0.8844513,-0.7365932
N2504,-0.6386008,-1.0141984,-0.5981046,-0.50209945
N1773,0.39102307,0.3135222,-0.26934755,0.20704924
N864,-1.2564029,-0.6602523,1.4673243,0.4809203
N201,1.1005088,0.13473484,0.27516165,-1.5731468
N2159,-1.3150634,1.4013032,-0.10933341,0.3476802
N2445,-1.5015882,1.4835336,-0.2819768,0.556486
N949,-1.4053862,1.585943,-0.15626007,0.3945147
N3704,-0.23229769,-0.22273451,-0.1582351,0.28233224
N2389,-0.5659921,-0.7569355,-0.77684206,-0.39996478
N4790,-0.7736992,-1.0610245,-0.3936694,-0.36232597
N1697,1.4600929,-1.0872774,-0.5060989,0.57981807
N2541,-0.5715828,-0.47043338,0.5766901,-0.55266833
N165,-0.98897904,-0.5228946,0.3691615,0.18711488
N1189,-0.64278585,-0.26275805,0.2692987,0.69585675
N4429,-1.944277,-5.327069,0.8534771,1.2908349
N2472,-0.23126942,-0.3702536,0.59009063,-0.67539495
N413,-0.71569395,0.20716357,-0.14392757,-0.041173868
N2903,0.74567884,-0.68728983,-0.44140264,0.9546013
N1731,-0.6744345,0.7802996,-0.13896137,0.4307001
N842,-0.8832924,0.57363605,0.28247386,0.5617698
N1745,1.0689127,-0.08477288,-0.58132994,1.6891394
N3653,-1.6181241,1.0548486,-0.54818827,-0.58531463
N2105,0.6897824,0.50534594,-1.6969441,0.71206623
N2221,1.2142786,2.5155277,-1.9309859,0.40045476
N2518,1.061004,1.8326817,0.9929734,0.8981093
N1062,0.35073504,1.3226323,1.3730804,1.8717053
N535,1.0293024,0.42488235,0.3536397,-2.125153
N117,-1.2258394,-0.9935246,-0.18195443,-0.21634533
N2158,-6.9168973,-1.804017,1.1749042,0.59609836
N2779,-6.8391404,-1.6532141,1.1158186,0.6026526
N1743,1.5275801,-0.45914185,-0.6631708,0.27553183
N3254,-0.21133614,-0.08873986,-0.03863914,0.030179348
N1875,-0.93504554,-0.5215105,-0.12765136,-0.14284876
N3965,0.47029632,0.11814525,-0.19687253,0.14922355
N3900,-0.9343136,0.8582144,-0.33481246,-0.24957171
N823,-5.8030543,-1.3552883,0.85610664,0.90361303
N1318,-0.014537569,-0.2571485,-0.37921968,0.12260498
N1559,-2.1863909,-0.8525237,-0.31484967,1.1164961
N4060,-2.1628294,-0.31209406,-0.29635325,1.3163877
N537,-1.0914726,-0.24370709,-0.18611506,-1.2410933
N960,0.56150174,2.0195205,-0.7821332,0.43048364
N4897,-1.2027545,-0.02111673,-0.48071003,-0.48089248
N1043,-1.0554227,0.5529657,0.3775788,0.36615363
N1395,-1.353463,-0.79190564,-0.2123881,0.8956436
N2816,-1.0855842,-0.63034564,1.2323748,-0.2647614
N219,-1.2905738,-0.156232,-0.7107366,-0.70025414
N4126,-0.17898723,0.9265933,-0.053859003,0.3793023
N2854,-0.17013682,-0.41679946,-0.066728204,0.67659205
N4723,1.2234211,-0.32918078,0.108121105,-1.101628
N1612,-0.9798848,-0.43413702,-0.3590059,-0.86004996
N3131,-2.504232,0.08908058,1.102386,0.20454417
N2978,-1.6535449,0.7413332,2.4397528,-0.5960145
N3606,0.91639495,-0.24092391,0.34996185,-0.95265454
N2063,0.15228853,0.7058704,-0.2736165,0.12540832
N3547,-0.0316533,0.092869215,-0.16422701,0.59098256
N1109,1.4217197,-0.616302,-0.14927232,-1.9660922
N1544,-0.44607666,0.65400916,0.36850563,0.6471831
N2373,0.388331,-0.5385675,0.36296737,-0.9662612
N2702,-0.90885043,0.66855145,-0.87233865,-1.7457259
N303,-1.9144417,0.69072723,1.828376,-3.0026073
N1726,1.695596,-0.15381789,-0.21640974,-1.713669
N1855,1.5303195,-0.35363224,-0.32317686,-1.9051149
N2423,1.3019277,-0.16618368,-0.18707776,-1.71565
N204,-1.5105143,3.1786458,-1.2162682,-3.167228
N1065,1.2245233,0.12839016,-0.015642699,-0.52224225
N4207,1.8901913,0.123120695,-0.042350285,-2.5706563
N253,1.8991742,0.057018217,-0.20560062,-2.2674448
N957,1.2292138,0.19353917,-0.069097035,-1.2960558
N1610,0.99397194,-1.2454116,-0.52387124,0.76234317
N3747,1.6406199,-0.024953954,-0.40943465,-2.648277
N1869,2.3840609,-0.35361147,-0.31739056,-3.2642255
N2830,2.3348596,-0.6159766,-0.3524214,-3.0691655
N206,0.4529258,0.4816995,1.7543347,-0.8705189
N4826,2.4687977,-0.28526384,-0.27769592,-3.0511718
N3695,-0.15826136,0.78485507,-0.29110563,0.32881775
N2089,2.2604468,-0.4178065,-0.3661264,-2.8667727
N2564,1.8089155,-0.08708042,-0.18841276,-2.692336
N4525,-0.13604441,-0.85958624,0.28258634,0.65317464
N4090,0.066894494,-0.14378622,0.74103314,-0.1382174
N1228,-0.8772225,0.44658628,0.0073588416,0.3102615
N682,-1.5488472,0.9717895,-0.07454201,0.12628488
N43,1.2098405,-2.524377,1.4806756,0.8015556
N2739,-1.4148788,0.3440801,1.4417613,-0.31019843
N2974,1.7525861,0.021435298,-0.23621878,-1.905111
N2204,-1.7288295,0.051895298,1.4991714,-1.5603786
N4188,-0.049587287,0.31999016,6.1647735,1.2673978
N2871,0.71796775,-0.8836396,-0.27587107,0.800758
N1512,2.8851016,1.1029902,-0.83054274,2.0557985
N4509,-0.5696256,0.15632495,0.47350413,-0.7573276
N4631,0.0021394417,0.29356608,-0.08372539,0.5269965
N1330,0.30833843,-0.51495475,0.13139766,0.4708367
N180,1.4710703,-0.27162626,0.27034962,-1.6722139
N4393,-2.2621143,0.5649082,2.3946383,-0.08890216
N1893,-2.2243912,0.60652024,2.4496255,-0.14168106
N1346,0.108304925,0.5614683,-0.03912419,0.121099636
N2010,0.55314916,0.40705574,1.776293,-1.2497903
N4257,-0.760738,0.6203176,0.060301818,0.14749779
N1968,-2.220373,-1.0121597,0.6429624,-0.07188194
N1936,0.53968334,0.72124285,1.6010059,-1.0430703
N1154,0.57276356,0.6906792,1.82516,-1.1317054
N728,0.65397495,0.5012816,1.7948754,-1.2473589
N4326,-3.869591,-1.9686682,3.2664747,2.181465
N1910,-1.2739286,-0.17519212,-0.18445536,-0.18793279
N1536,1.1372824,-0.40614992,0.21667385,-1.7100762
N2560,1.2119486,0.6491276,3.0697708,-3.0590837
N1286,1.3464092,-0.27115402,0.015030965,-1.1824704
N3395,-0.33634853,1.1000919,-0.6072192,0.37007093
N78,1.3276162,1.2242287,2.5439124,2.0122907
N2557,-0.41972277,0.1340259,-0.3458441,-1.2141541
N3701,-4.0217223,-2.18579,3.176557,2.287313
N4222,-4.0964904,-2.5412674,3.1407123,2.9679434
N1999,1.2162331,0.18772525,0.036109313,-0.3363731
N4632,1.0273306,-0.56753075,-0.57658166,0.59325117
N1507,1.0486151,-0.388288,-0.71516365,1.5236256
N2513,-0.54358476,0.37890694,-0.070060804,-0.3342513
N4563,0.70784396,0.4517237,-0.14576821,0.986243
N540,-3.7766216,-2.3823142,3.241646,2.6455142
N4683,-0.021010619,0.11206609,-0.5935166,0.2671556
N449,-0.31785485,-0.52783906,1.0831987,-1.024363
N4737,-0.44486967,0.91688895,0.12560663,0.7670874
N729,1.1921326,-0.34893876,-0.052373268,-1.3357414
N2687,-1.1843159,2.829502,-1.2183106,-2.488084
N3188,-0.1285267,0.23554167,-0.70586324,0.2877331
N2847,-0.30896285,-0.019999959,0.4113069,-0.32837623
N522,-1.3876414,-0.8570951,-2.3368204,-0.04711628
N2764,-1.6198181,-0.6137617,-2.3818598,0.19377021
N3374,-1.2741588,-0.10857191,2.6566677,-0.22101058
N4286,-2.9174917,-1.7589061,2.6076941,1.7362256
N863,1.0649774,0.07125199,0.052421123,-1.2060239
N3754,0.03792782,0.23254889,0.3435264,1.2038944
N4662,0.3038176,0.9482564,1.4090308,1.6196426
N712,-0.54077345,0.25543907,-0.00076634437,0.42981282
N902,-3.8019161,-2.1925707,3.0491488,2.220614
N2046,-1.7631567,-4.9968915,0.814149,1.4076662
N1009,-1.581144,-4.896296,0.8098934,1.6296084
N2894,-2.4619598,-5.9931645,0.94474286,1.619695
N4530,-1.851121,-5.2580533,0.8149793,1.9935899
N412,-1.6715426,-5.9876676,0.86017704,1.0378289
N1602,-1.7207747,-5.7901874,0.86222297,1.1934804
N1368,-1.9551802,-5.6124897,0.7770246,1.5753039
N2806,-1.727486,-0.5591022,0.6237419,0.41893646
N3654,-0.7107942,1.1490401,0.6207004,-1.3601894
N3244,-2.6629367,-0.2326895,0.8313029,-0.5648691
N3749,-0.72766733,0.78593725,-0.08442795,-1.9911166
N2448,-0.56089836,-0.010721289,0.50025207,0.83158386
N2953,-0.75860083,0.7258081,-0.04417026,-0.6981299
N4355,0.8769661,0.75961673,2.3639705,-2.633064
N4574,-1.7689229,-0.87145865,-2.3539166,0.2489702
N4433,-1.7563999,-0.89543027,-2.444094,0.13441777
N3127,-1.5905741,-0.88808304,-2.5622668,0.10887784
N4247,-1.6430781,-0.8604523,-2.67026,0.13669342
N3249,-1.6819948,-0.6403076,-2.5504448,0.10838087
N2344,0.54343075,-0.2645994,-0.068702914,0.4219071
N4892,-1.6477157,-0.6906065,-2.426441,0.054489795
N2906,-1.5616752,0.005351806,-2.1243103,-2.3754327
N397,-2.3522763,-0.8966681,1.006655,-0.066864766
N1984,-1.4655379,3.3899486,-1.2715907,-3.0570004
N2390,-0.47007433,-0.012525588,0.04981199,-0.31102124
N4639,1.2385619,-0.26816797,-0.01987255,-1.3419133
N4282,-1.6114806,-0.027455855,1.9353336,-0.086081594
N4973,2.623929,2.3036356,-3.9003348,2.1697004
N3645,2.7462983,2.5407972,-3.971941,2.125432
N1626,2.811676,2.5613334,-4.125148,2.3522115
N2255,2.8270426,2.6639776,-4.1125827,2.2729042
N2579,2.8119745,2.7515106,-4.072935,2.2235727
N1656,2.6916058,2.6288886,-4.090072,2.3563943
N1823,-0.26414958,0.08290699,0.2487779,0.035572182
N157,-0.10795049,1.4330004,-0.4019384,0.9403037
N1564,-0.4873017,0.29190958,0.29172283,-0.3514869
N672,-1.000027,-0.41593564,1.2197108,-0.4728093
N4939,-0.92357373,-0.5657386,-3.4377549,3.224392
N4353,-1.1802238,1.1978121,-0.23753235,0.14771889
N1679,-0.21889499,-0.24416217,-0.4457937,-0.549872
N2371,-0.41186863,1.4499902,-1.1586643,1.2755151
N3043,-0.63676065,-0.39110324,-2.8918455,2.9058692
N1387,0.07914569,0.19863623,0.1393413,0.19459306
N3622,-0.67825866,0.21533954,0.045477144,0.5529735
N1996,-0.9030767,-0.03202135,-0.22574693,0.28485644
N3907,0.6875098,-0.8934577,-0.022117805,0.8205452
N1836,-1.4116194,0.57445574,1.3169374,0.42473602
N465,-0.2970742,-0.0029570796,-1.410631,-0.019711828
N3228,-1.4312636,-0.38352394,1.2428572,-0.24405576
N3558,-1.354761,0.24861845,1.2253789,-0.17714183
N3041,-0.28289273,1.3407559,-0.6310209,0.13047521
N1877,-1.1930702,-0.28959456,-0.3350413,-0.15373503
N3470,-1.1190947,-0.1521844,-0.4397713,-0.24695008
N3038,-1.5010135,2.3723378,-1.2631636,-2.8916585
N3321,-0.6656588,-0.41466767,0.19631606,-0.42574623
N952,-1.8664635,0.01446378,1.7446887,-0.22657341
N788,-0.12266549,1.1251729,0.19483778,0.12979232
N2883,-0.012364402,0.89402,0.19057703,-0.09278116
N3938,-0.50588155,-2.2557447,-0.03511376,0.21369977
N452,-0.6994482,0.63298523,0.61991936,-0.010622058
N928,0.99645793,-0.643579,-0.43271974,0.9358549
N896,-1.0488797,0.67927057,2.231629,0.26267684
N2285,-0.82240975,0.4265319,-0.19504064,0.5023596
N3324,1.6224804,-0.18068743,3.4659233,-2.6889699
N4170,1.0849192,-2.6270719,1.4988025,0.85369986
N298,-0.55156577,0.7938509,0.115598716,0.23240815
N3158,-1.246923,1.5858393,-0.15205838,0.49720925
N967,-2.1776872,-0.22718221,0.9438434,-0.031817004
N4864,-0.72661245,-2.1001472,-0.9528524,1.338675
N4531,-0.48454005,0.49058232,0.11378714,-0.86281323
N2446,-1.2134002,3.9972167,-1.2575794,-3.8841324
N2383,-1.1698118,3.8981626,-1.2437642,-3.818295
N3296,-1.2059314,3.9632947,-1.2317207,-3.8742673
N948,1.5643021,2.167534,2.6657822,1.3064086
N4728,-1.7284992,3.6791933,-1.3973426,-3.8774161
N888,-1.3871918,3.1265028,-1.1627676,-2.7499182
N4147,-1.4631743,2.7722378,-1.1987269,-3.0803432
N4382,-1.0814128,2.9151268,-1.0643423,-3.0441613
N2020,-2.0897286,4.2141156,-1.6833092,-4.281287
N3753,-2.0367126,4.3165555,-1.6543123,-4.3162017
N3724,-2.0937045,4.215505,-1.6366638,-4.331417
N4323,-1.0300537,-0.79101294,1.2887892,-0.10169726
N4143,1.8931527,1.561354,3.1795182,0.9864212
N197,0.9301025,-0.3274105,-0.1812093,-1.3809421
N3365,-0.70225346,-0.10902124,-0.4764373,0.10934581
N3599,0.09106148,-1.8813736,0.7383419,2.7439365
N3416,-0.5309715,0.6514373,0.17927662,-0.19098155
N2501,1.2381433,0.13603982,0.113614134,-0.30485383
N2738,-1.1338,-0.41528744,1.2486179,0.17038825
N1195,-1.3601154,0.85458654,-0.64801365,-0.6012889
N3984,-1.4976538,0.41089505,-0.73558766,-0.73136437
N2492,-1.5592332,0.44595134,2.307917,-0.25819483
N4179,-1.4735249,-0.29389414,1.3836936,0.07101558
N4570,-0.5549995,-1.9994495,-0.8023737,1.3935409
N2122,1.3545985,-0.6837721,-0.25085387,0.33593717
N4985,-1.1663495,-0.25332516,0.23641163,-0.57536316
N860,1.0785937,0.21485987,0.09672142,-1.4752494
N3094,-2.8714328,-1.6619629,-0.14646979,2.1106799
N3619,-3.1017628,-1.7260439,0.00075373054,2.417829
N3621,-3.129258,-1.0067503,-0.3734263,1.7732677
N4483,-2.1653626,-1.6901695,0.009429291,1.6493211
N3758,-0.002340939,-0.115204535,0.31038257,0.88289493
N1944,-1.3630141,-0.023133196,2.317501,-0.18948208
N1736,-0.6142031,-0.09011896,0.23362404,-0.06184475
N237,0.91247237,1.5586138,0.39449286,-0.9199055
N4966,-2.7881143,1.7553755,-3.311105,0.017104048
N2645,-1.0346683,-2.515669,-1.080671,1.8418992
N4652,-1.0781338,-2.5019145,-1.1079278,1.9614031
N2393,1.0930427,0.38802078,0.0462092,-0.21391238
N937,-1.6735247,1.871819,-0.1443764,0.119564965
N2946,-1.3119975,1.6797346,-0.14086232,0.23859872
N74,-1.334945,1.8129629,-0.13014221,0.109873146
N4254,-0.19416231,-2.3233278,-0.8812542,1.7288618
N231,-1.6117591,0.84732133,3.0744672,-1.0939307
N1589,-1.5890416,-0.14125603,1.4259684,0.14443512
N2821,-1.1292275,0.28929216,2.791589,-0.6585982
N756,-0.5276325,0.4726135,0.7800779,-0.20855746
N4191,1.1704437,-0.29779372,0.276534,-1.3261368
N1012,-0.4193497,0.73442584,-0.3152882,1.007636
N1919,-0.51595294,1.2026777,-0.37655148,1.1940242
N4172,-0.1275263,-3.079725,-1.2750078,1.8012059
N4889,0.20383817,0.0077210907,-0.15260026,-1.0775405
N3323,1.071488,-0.3825527,0.15758789,-1.196808
N300,-0.570905,0.62150675,0.12779304,-0.074099004
N4479,0.78710335,1.4747018,0.49333382,-0.82443047
N3144,0.6946496,0.8694449,-1.9206196,1.2927172
N3123,-1.8160256,-3.7046733,0.3555175,0.9179343
N2442,-1.8029708,0.8737428,3.1504443,-1.01163
N2314,-1.4443871,-3.7328856,0.5267305,0.70594275
N3966,-1.3549465,-4.1912413,0.32481554,1.1432586
N4968,-2.0144007,-4.2770367,0.42934695,1.1072614
N1123,-1.8260546,-4.076925,0.6449653,1.0656481
N261,-0.24024919,1.7266666,-1.2108786,1.5974388
N3114,-0.06513678,0.025305487,-0.58301747,0.7451571
N88,0.21021947,-0.75671464,-0.3553725,0.22832467
N2632,0.87326795,1.543484,0.48313028,-1.065646
N357,-0.5034207,-1.7537191,-0.6480391,0.7981647
N1120,0.22702044,-0.4553436,-0.5570788,0.1935471
N4869,-1.24049,1.9554867,-0.26841146,0.26915285
N348,-0.34265572,1.6498033,-1.244683,1.5253096
N4055,-3.7573843,0.43406087,1.243665,-0.69874316
N974,0.2767789,0.41452685,-0.12422434,0.9110183
N3240,0.20620638,0.7246211,-0.61194307,-0.98973715
N1741,0.33941618,0.58014697,-0.5414231,-1.1405272
N2470,0.17357808,0.4799194,-0.27909526,-0.7560045
N2387,0.4662791,-0.45427817,-0.10700385,-1.4477489
N1213,-0.87905055,0.08240328,-0.23494533,-0.22290178
N4477,1.0553533,1.3907974,0.3718489,-0.85590506
N4925,-0.68359506,-0.5319804,-2.9247658,2.856026
N720,0.14924288,1.7394997,-0.40815678,0.6143922
N893,0.7832224,-1.0485237,0.02452626,0.6043876
N4071,1.0699829,-0.6057524,-0.5831507,1.4142392
N2680,-0.16660067,0.3962451,0.29681313,0.7503925
N1431,-1.476592,-0.679177,1.3552175,0.35631475
N2404,-0.123354495,-0.9319212,-1.2561154,0.073362276
N4611,0.24041262,-2.863266,-1.1173478,1.0990254
N4406,-1.5679958,0.81675416,2.7225034,0.08212224
N2086,-0.1084633,0.26637396,0.14979988,-0.20121723
N1052,-0.34911588,0.15138936,0.63239574,0.52940583
N4186,-2.2712367,-0.3004651,0.8688889,-0.113036305
N4182,-0.033961914,0.2644987,1.0334628,0.4567948
N1169,-4.8889275,-1.4619597,0.9840266,0.38613182
N2337,0.7398602,1.5931634,-0.84711796,0.7774063
N1223,1.8059251,2.4732475,3.6274626,1.0818113
N240,1.858573,2.4227927,3.6097522,1.1612799
N3210,1.7274714,1.4240273,2.7222903,1.2629538
N1016,-0.7718266,0.89107054,-1.2888288,1.3176627
N1826,-0.19140857,-0.5736189,-1.7378156,-0.026862772
N577,-0.4927265,-0.44139794,0.3875744,0.4583065
N3129,-0.7710941,0.37998852,2.488564,-0.019729678
N3379,-0.25409102,-0.33157438,0.28737995,0.58205056
N2325,-1.9028704,0.101620965,1.6938918,-0.2891689
N668,-0.079168245,-0.48716882,-1.7737057,-0.15500323
N497,-0.04582376,0.9739593,0.012793317,0.42022005
N3009,0.73500395,-0.33086658,0.68309015,-1.1158841
N959,-0.8125318,0.19336006,0.014658064,0.093879476
N1045,-2.726277,-1.3746358,-0.22231513,1.4336811
N2263,-0.37726197,1.165267,-0.3956554,0.806349
N198,0.35335842,0.4447312,-0.59373593,-0.021544835
N1505,0.5521252,0.38038653,1.7147777,-0.9845563
N169,0.76344913,0.7854016,-1.7468139,1.0666944
N2746,-1.0572071,-0.10461237,0.6420181,0.121362686
N2189,0.8404601,-0.06813869,-0.9340848,-3.4963217
N2066,-0.2732157,1.1259428,-1.1980755,1.1299815
N1515,-0.85350883,-0.32835492,-0.17386758,-0.43279418
N2057,-2.219981,-0.39653116,-0.37002453,1.1395262
N4265,-2.151199,-0.63227993,-0.3947508,1.1601162
N1063,1.3238083,-1.1635894,-0.8178966,1.6106107
N1484,0.622621,0.05825313,-0.3035673,0.8985293
N162,-0.22896793,-0.56691813,-1.8022552,-0.1413757
N1765,-1.1400409,-3.3746464,0.67362803,0.5036529
N4598,0.20302781,0.4998467,-0.32228443,-1.090098
N3455,-1.315746,0.40323183,2.4017327,0.18827249
N1438,0.7667116,2.1954267,-0.8689547,0.43955138
N1279,-0.1963112,0.8880278,-0.32009882,-1.464377
N1675,-1.5916749,-0.04980427,1.4959668,0.19285944
N2858,-0.16797662,-0.28915083,-0.0076726675,-0.14678034
N4617,0.4211874,-0.4625196,-0.5960129,-0.0118893385
N2133,-0.6003236,1.2192429,-0.025923055,0.1391249
N3170,1.0166655,0.23913991,0.3064387,-1.6061522
N4880,2.1541991,1.6260451,0.56247795,0.26236224
N3347,2.25964,1.794942,0.944843,0.35832196
N648,-1.8215556,-0.59319675,0.8054263,-0.30483225
N2140,-2.1717777,-0.97649306,0.8363328,-0.20778331
N2707,0.14743662,0.19496089,-0.095129795,0.901473
N2594,-1.5431925,0.97683126,-2.2595859,-0.6399969
N1051,0.9071401,3.132316,-1.0579431,0.7079954
N103,0.87365836,3.1828678,-1.0147772,0.6255759
N1737,1.0675061,3.202331,-1.0501188,0.6893146
N2678,1.0539399,3.18427,-1.0145441,0.6532574
N3813,0.995129,3.2712293,-1.0905739,0.7615892
N1102,1.7881738,1.6196437,2.5347981,1.8894966
N4984,1.4733658,1.7642422,2.1343455,1.7328163
N1901,-0.5711908,0.5847085,-0.06870546,-0.07948962
N4965,-1.0054176,0.13478982,2.313726,-0.31524548
N4136,-1.0226946,0.29504457,-0.4483483,-0.31908694
N2712,-0.6655027,0.24181509,0.25102922,0.10541734
N484,-0.056503236,0.70800143,-0.28346622,0.4570437
N3624,-0.47525015,0.69194597,0.88984615,-0.16731454
N1797,0.17862323,-0.038558476,-0.06585292,-1.0565258
N764,0.5149622,-0.44058377,-0.5432139,-0.2205009
N4033,-0.84454495,-0.5823233,1.145561,0.0939271
N872,2.4761796,1.7391059,0.7941325,0.50600344
N1763,-0.84992546,0.37124735,-0.051759407,0.20765655
N4855,1.1776134,1.1676713,-1.7333068,0.71986496
N2027,1.1697776,1.2239842,-1.7731686,0.61634284
N4847,-0.6386854,0.618946,0.3597583,0.0019902512
N1706,-0.9214132,-0.7042992,1.3371304,-0.42638335
N13,0.04660877,0.47491544,0.9095294,0.23569898
N4134,-0.47331294,0.6350282,-0.4489317,-0.049496997
N2941,-0.008847807,0.6684252,-0.17714798,0.38893175
N1040,-0.61132807,0.0036245491,0.18384117,0.23029698
N2886,-0.53541845,0.5448145,0.14245024,-0.40942147
N1229,-0.52678853,0.05468128,0.096536286,-0.05671004
N2438,-0.5530762,-0.23904431,-0.056429457,-0.26108024
N3789,0.7922333,-0.5858256,-0.5421684,0.7501215
N4561,0.51167506,-0.032696724,0.67833304,-1.5498942
N1752,-0.0011723712,-0.18140316,0.06507134,0.4597665
N2979,-0.12728915,-0.031326964,0.85431916,-0.80925983
N571,1.289188,-0.5643809,-0.2571542,1.6654427
N4407,1.2920027,-0.14847273,-0.017784972,-1.2376571
N4819,-1.6852453,0.16291314,1.3951887,-1.212392
N576,-0.4908592,0.29301146,0.22534725,0.46932375
N2138,1.7075807,0.051262476,0.029039629,-1.5898428
N697,-1.3220919,-0.090729885,1.2334237,-0.22949198
N2636,-0.019048747,-0.1960243,-2.380542,0.22233425
N4926,1.338447,-0.3433411,-0.80327886,0.587945
N511,0.23891202,-0.056290634,1.2622435,-0.5550147
N156,-0.5976822,-0.41286343,1.3510193,-0.1944192
N3643,1.1510234,-0.03621292,0.01795037,-0.29679197
N256,2.17756,0.2861205,-0.71708775,1.5253794
N2478,-0.73513454,-0.14067334,-0.49838957,0.7336245
N464,-0.33188245,-0.0035710745,0.50560236,0.76342183
