id,dim0,dim1,dim2,dim3
N78,1.3106478,-2.867525,-0.70469445,0.3541374
N1241,-0.2661623,1.3719838,0.16600505,0.33533376
N740,-0.6436999,0.5750315,-0.60691714,0.10290313
N105,-4.9733267,-1.2180859,1.846858,-1.5831114
N22,-1.4711188,0.39792165,-2.7493074,-2.7599244
N52,-4.8318872,-1.6842402,1.4065638,-2.0924995
N241,-1.3053998,3.1355016,-1.8810992,-1.2445128
N559,-1.3145165,5.500271,-3.1964238,-2.064733
N381,-1.1519107,2.509556,-1.3904433,-1.9736801
N495,-1.3066415,3.8690329,-2.283507,-1.7260852
N575,-1.2581483,5.058622,-2.9559517,-1.8084115
N707,-1.2153049,5.4292235,-3.202853,-2.0225499
N61,-1.3289813,5.294135,-3.048927,-1.7503631
N207,-1.1327151,3.2619038,-1.9429727,-1.358998
N721,-1.1577821,4.780667,-2.7444139,-1.567948
N1121,-2.8104463,0.91300815,-1.2176263,-2.3177466
N140,-3.2417102,0.91032726,-1.4353528,-2.0200763
N199,-3.005439,0.6385154,-0.85248566,-2.1348345
N451,-2.7504585,1.5944983,-2.268906,-1.0538236
N1166,-0.52165926,1.6340086,1.2177899,-1.4759358
N54,-0.28779194,-0.54272306,-1.0225,-0.8396541
N755,-0.56903553,0.46165976,-0.55593914,0.041147336
N865,-7.5966673,-1.1261276,0.47022727,-2.3338845
N245,-7.6946797,-1.168086,0.36614817,-2.3394263
N483,-7.2411284,-1.0616796,0.32440424,-2.2960236
N277,-7.7250614,-1.1147401,0.52810675,-2.3799815
N1222,-7.234499,-1.0303156,0.5205,-2.2495737
N936,-7.1842914,-1.1066529,0.5653488,-2.3306758
N888,-1.6203959,0.8552409,-0.94880575,-1.3393503
N1208,-1.6115746,0.82233405,-0.95873237,-1.3508978
N550,-1.6370147,0.9152419,-0.94451606,-1.3559358
N17,-1.2387605,4.981636,-2.9464984,-1.547635
N1218,-2.4235277,0.66992545,0.09618166,0.114078775
N831,-1.0184568,0.9563475,-3.4348276,-1.9752284
N14,-1.548081,0.5009617,-2.9701927,-2.94261
N453,-0.5127892,3.2136345,-1.6371987,-4.0753074
N622,-5.890836,-1.3357859,2.3890429,-2.8143718
N333,-5.8468585,-1.3395821,2.3103654,-2.7127967
N877,-5.5971255,-2.4317727,2.1273592,-2.400336
N926,-5.176707,-2.0932188,1.8477118,-2.4509404
N1163,-5.7923803,-2.2526937,2.008019,-2.8718002
N1045,-6.0546393,-2.5856912,2.3503678,-2.7371285
N600,-5.540112,-2.1719222,2.0669034,-2.819828
N110,-4.477414,-0.5577574,0.71787906,-1.1657926
N830,-4.0622306,0.07416188,0.74031097,-1.0591317
N1037,-1.2866696,5.0465083,-3.0060542,-1.4989613
N141,-1.23923,5.084699,-3.0379148,-1.5931985
N624,-0.35180515,2.1799216,-2.2499835,-2.8924465
N914,-0.9058164,3.4499035,-2.090547,-1.5954115
N902,-1.1561116,3.5631278,-2.1287484,-1.7045912
N1106,-1.158689,3.6850805,-2.0796313,-1.8558031
N338,-1.1308683,3.708806,-2.0774703,-1.8157915
N146,-1.0767956,3.352803,-2.0024724,-1.7290852
N677,-1.0182756,3.138539,-2.0168693,-2.1743705
N130,-0.39653838,2.2513826,-2.0570862,-2.8210547
N113,-1.1700683,2.697588,-1.59256,-2.0413678
N1101,-0.6045733,3.343943,-1.8161297,-3.7437863
N644,-0.6139621,3.6852472,-2.1810296,-3.9554636
N728,-0.4642262,3.3485503,-1.8589187,-3.6176038
N225,-1.0990784,3.4535863,-1.9648943,-1.5665989
N499,-1.2103343,3.589663,-1.9431354,-1.6586435
N133,-0.72599834,3.6132026,-1.7614154,-3.815349
N221,4.125363,-1.8281683,4.9952464,-2.5211961
N804,4.108475,-1.8057952,4.937097,-2.4956307
N27,4.045855,-1.768608,4.9746003,-2.493112
N1162,2.0766253,-0.9414283,-1.8609772,1.0796951
N86,2.0387704,-1.1900065,-1.6634339,0.7098341
N631,-0.31732997,3.719199,-2.404241,-4.1117625
N803,-0.55282134,1.5686337,1.6517847,-1.7783478
N1233,0.13025028,0.09661847,-0.5673573,-0.90039885
N223,0.05738534,0.06239273,-0.44827172,-0.97099346
N378,-0.027430242,0.32651272,-0.6760421,-0.12459408
N330,-3.3614032,-1.9210163,-0.45044905,0.8897909
N38,-3.3298137,-1.9173965,-0.5371895,0.8116723
N1118,-2.28267,0.55255246,0.20497172,-0.39481407
N350,1.8382064,-0.25179076,0.003850028,1.957674
N994,3.430362,1.1614329,-1.6007353,5.028813
N251,3.3480482,1.1117958,-1.5708401,4.979934
N885,0.77270776,6.6893554,-0.82063913,2.2394857
N289,0.7933889,6.513255,-0.77047867,2.0357637
N1179,1.738727,6.4579964,-0.020370739,0.9011702
N1138,-2.8794103,1.0934322,0.3995711,-0.25723204
N1220,-3.2086492,-0.63809574,1.2804784,0.7217233
N80,-0.6362848,2.31488,2.7007012,-1.7252885
N445,0.52155757,-3.8152912,-2.7099407,-3.5625396
N1100,0.6443121,-3.9248488,-3.0467339,-3.450274
N450,-2.6865938,1.076213,-1.2739924,0.5535872
N399,-0.13629885,0.90788126,0.13082214,0.24808413
N621,3.5023737,5.244216,-2.5546813,0.3044208
N957,3.5217018,5.466906,-2.7021785,0.25504836
N260,0.65831923,4.888874,0.27963784,4.8525567
N466,0.83041173,5.065421,0.32722175,4.965703
N643,0.77414346,5.014244,0.42264655,4.9588375
N742,0.87599474,5.0925055,0.508487,5.011157
N286,-3.002249,-0.27427024,-3.1612852,-4.286269
N1246,-0.3065263,5.7960277,2.594651,4.025014
N1236,-4.575091,-0.05295254,0.8691504,-0.78771335
N1069,-0.64924145,5.3552785,3.0185072,3.855353
N903,-3.9230347,1.3145846,-1.716839,2.2202437
N650,-0.96172696,0.024683544,1.9451782,0.20674573
N829,-1.1474593,4.509227,1.9366205,3.5653498
N208,-5.5903244,0.48875695,2.1165025,-0.9018761
N637,-5.093183,0.16463175,1.217494,-0.6574
N1161,-5.5212626,0.26220396,1.762944,-0.88231725
N988,-7.4402814,1.0037283,2.9341497,-0.6296589
N99,-7.4378524,0.9358788,2.973201,-0.702515
N1117,-6.948809,0.8303409,2.7735264,-0.54655117
N479,-6.9365935,0.8481034,2.5174148,-0.49015608
N1153,-1.1233927,1.8089913,-2.1284802,-1.5590277
N1170,-0.9623986,3.3979418,-1.8997267,-1.3756822
N393,2.9451392,5.5594187,-2.9364412,0.066904634
N522,3.0378587,5.5108,-2.8514328,0.025417926
N854,4.3778462,5.6213827,2.3242207,4.3430896
N596,4.326788,5.58665,2.3704042,4.2939725
N687,4.431921,5.6078324,2.3075075,4.3155513
N893,4.435272,5.528382,2.2992418,4.2029033
N2,-0.6425625,-1.8094829,1.6173847,0.81187224
N447,-2.865601,-0.2605918,-0.30114585,0.028363401
N911,-1.7867681,3.3667002,-1.7508796,1.4031259
N326,2.0260081,4.4026437,-2.5244884,1.192717
N376,-0.2529375,1.3225951,0.22384834,0.40372893
N494,-1.6286751,1.7647927,2.2936084,-3.8353376
N391,0.9100305,1.17519,1.4977431,5.852726
N766,3.575128,5.7709565,4.6956716,-2.1799448
N457,1.6708258,-1.2468121,1.0402029,5.5691776
N1029,-2.169931,0.82671905,0.74243885,0.68353957
N263,1.4766892,-1.0309657,0.71016467,4.7226777
N648,-2.0444527,0.4645987,0.5153859,0.31656244
N670,-2.0959623,0.83845437,0.7372227,0.5751628
N828,2.5049512,-1.3945636,-1.8856909,4.072252
N18,-1.5732156,1.3114079,1.6499149,0.08822266
N1009,1.2857957,2.494013,2.4232001,-1.9761047
N660,6.200235,1.534501,-1.9943253,-0.10420134
N1043,-0.57644117,-1.858205,0.41150272,-0.5625677
N1136,4.630678,3.2321234,0.24037638,-0.06863417
N950,3.4841206,2.9841015,0.122607574,0.28680247
N1076,4.078839,3.354055,0.45196393,-0.29287782
N1156,0.9686498,1.6619306,1.3232005,-2.4289358
N250,2.924897,1.8853161,-0.15052044,0.77497214
N112,3.2204838,1.9923588,-0.31272084,0.44582185
N213,1.7727532,1.232634,-0.20061718,1.074987
N1159,-0.33580226,2.5732405,3.0247362,-1.4184188
N627,-1.1401646,3.7766669,2.0039382,-1.5646677
N1207,-0.30799547,3.1462898,1.411812,-1.2144269
N238,-1.0427084,2.9572845,1.3819755,-0.84476185
N685,3.60573,-1.2095333,1.6953248,2.9421017
N482,3.2572975,-1.0507702,1.527263,2.7196295
N997,2.1194897,-3.174846,1.0686791,1.940311
N1154,2.0481834,-1.033488,1.5940511,0.6384762
N825,1.0235288,1.8481846,1.4593849,-2.7247827
N81,-1.2976193,3.0223966,3.6198041,-1.598561
N563,3.49284,-2.25577,0.5765475,0.79590106
N242,-0.9560144,1.4144238,2.1731272,0.82192904
N938,-1.8966457,5.6928015,3.3355277,0.5609723
N591,-1.494728,1.2791867,1.6227177,0.08409813
N516,4.67955,-5.093511,2.644205,0.5321513
N1124,4.6505857,-5.113952,2.5638878,0.70189077
N1015,-0.76895297,0.401129,1.5673031,0.82141435
N136,-1.6073925,3.7594638,-1.1658733,1.7918797
N1180,1.318709,-1.6576688,1.5200422,-2.462363
N689,-1.447436,3.1294777,3.8486242,-1.5904
N628,2.1954942,-3.88196,1.1089518,-1.6936924
N253,-6.150488,-3.963222,-2.7302349,0.53655773
N465,-6.1365476,-4.0620227,-2.8413393,0.43930864
N418,-5.7060747,-3.6285703,-2.3262525,0.67738074
N701,-0.19112693,1.3485199,0.10998486,0.40986007
N921,0.28954813,0.6691637,-0.6638643,-1.4526997
N1223,-0.3648278,0.38991076,-0.14079209,-3.7476664
N484,-0.28627545,0.029601596,-2.5087802,0.35334104
N1202,-1.0100999,-0.56863266,-0.31849855,1.8651147
N397,1.0898172,0.54676217,-2.1118822,1.8747705
N377,-0.49375904,-0.64314896,0.66018856,-1.3040816
N868,-0.6159772,-0.53645694,-0.6496692,-0.60336065
N698,-0.41262183,-0.59951633,-0.18575281,0.13762929
N228,-0.13636427,0.30373678,-2.7066958,0.57799596
N961,-0.10449592,0.27852893,-2.749835,0.56523365
N673,-0.5814274,-1.3224384,-2.5851452,2.004845
N258,-0.6009101,-1.3225174,-2.757331,2.0752654
N972,1.7755061,-1.1611723,-1.2202252,0.8062234
N222,-0.19233999,-0.12965123,-3.221954,0.4926766
N152,5.0176673,0.96888095,1.8059307,-5.147583
N1112,3.000565,0.23067008,2.9152026,-2.4455116
N360,5.2646003,1.208546,1.9621168,-1.9973679
N409,5.5602026,1.2441847,2.1010273,-2.109972
N1176,4.894405,0.1538769,2.0667093,-4.388997
N1022,4.639879,0.047658682,2.2423458,-4.3012185
N1013,4.9067235,1.1846085,1.9457394,-5.383043
N846,4.6021657,1.2101406,2.0807443,-1.7980989
N733,3.9034793,-0.47444898,1.4368415,-0.15354805
N1238,-1.6273922,0.102962896,-2.6560235,-3.3393564
N443,0.40823317,-1.8004508,-0.1913486,-0.4879897
N382,0.6221254,-5.6132975,0.55144423,1.4415061
N463,0.6581972,-5.3037066,0.62883043,1.4896494
N1143,1.5349622,-7.6497135,-0.20199439,2.4787726
N664,1.3912426,-7.5357127,-0.08312984,2.5119812
N1240,1.4437861,-7.653938,-0.13550587,2.4525938
N586,1.9132991,-7.2851048,-0.7579015,-0.09533244
N598,1.7394102,-5.1535945,-0.42983848,0.8377128
N862,1.3808903,-6.3330755,-0.039582398,2.0836852
N488,0.12825364,-4.545255,-0.35580528,0.40523192
N944,4.324123,1.5457027,2.720671,2.0654428
N64,5.330489,2.1350214,3.7382572,0.94352734
N859,5.1845336,2.0915196,3.7845063,1.0128348
N444,6.4285626,-3.318068,-4.11838,-1.5495037
N582,1.8561743,-7.739534,-0.62488484,-0.041582055
N716,-0.8982842,0.26296294,1.1705762,-1.6021973
N490,-1.4505742,-0.2785535,2.3003163,-2.3150682
N659,1.5242009,1.5038704,0.07184416,-7.922111
N202,-0.44404194,1.0991377,-1.3322538,1.7408314
N599,-0.47476023,1.1211601,-1.3875378,1.7954794
N676,-0.9699841,-0.6333649,-0.22471623,1.9807425
N518,-0.8477494,-0.62670445,-0.34759852,1.7629532
N775,-0.6505101,-1.3096321,-2.7375772,1.9052476
N206,-0.41512457,-0.8033281,-1.3476601,0.54249305
N446,1.94794,0.6290677,-6.2274027,2.2369885
N282,-0.9487453,-0.64071065,-0.21995267,1.9980272
N1052,2.1299946,2.3988338,-0.8236791,-8.797112
N906,1.6517916,1.6128469,-0.42066622,-6.930411
N615,1.8679912,1.5545753,-0.66467595,-6.344901
N717,-1.9858364,-1.2172751,1.2406632,-3.700587
N310,2.4978046,-0.1105174,1.8111998,-0.51022774
N734,2.069468,-0.3989773,1.7449758,-0.57338
N712,2.2407017,-0.3847476,3.4189339,-1.0726421
N170,-2.3111374,5.485823,-2.2000434,1.168154
N931,-2.369468,5.4610276,-2.1723626,1.0373394
N537,-2.1738484,5.2435203,-2.0993595,1.1083165
N967,-2.201408,4.8516545,-2.0638673,1.3433775
N1195,-2.2011194,5.207229,-2.1299853,1.1444778
N156,-2.3311303,5.3211527,-2.066979,1.1343826
N540,-0.73015547,-0.79180396,-1.6014518,0.27616134
N189,-2.131168,1.5509338,-0.1258353,0.27344924
N955,3.0275936,3.8268878,-3.255402,-2.739829
N975,0.4540532,0.6449836,-0.109068945,-1.0818585
N732,-0.07750805,0.3786053,-0.85130215,1.509832
N1080,0.94167995,0.7192456,-3.8038268,3.2063806
N887,0.7833465,0.7176042,-3.6462731,2.7989275
N40,0.26913413,-4.711859,-2.3874857,-5.4719706
N1072,-1.2170777,5.486857,-3.2584577,-2.1176536
N280,-4.5613375,-1.2305954,1.7192128,-1.6704922
N83,2.6894348,-0.066221476,2.7080266,-1.544717
N602,-4.492715,-1.1652383,1.6586831,-1.64452
N268,3.3090599,-0.1073004,2.7274747,-2.225419
N94,2.3155272,-0.474499,3.0068865,-0.9859631
N1213,2.9563272,0.23616293,2.9175873,-2.2630765
N1105,0.97007954,0.75543267,-3.679897,2.9251518
N567,3.1827216,1.2911991,-7.6259637,0.8495834
N989,3.0608306,1.3595164,-7.5525236,0.6481752
N290,-0.6667146,-0.09340276,-3.4380999,0.057762533
N745,-0.5624267,-0.3316776,-2.8360956,0.3680067
N723,-0.4608734,0.5477501,-1.1791154,1.8238996
N26,1.7572802,0.29286975,1.7214273,-0.033490025
N323,0.99268246,-0.81656307,-1.5837568,-1.6935928
N930,-0.35964468,-0.02430978,-2.470041,0.63630813
N187,1.8495201,0.38474917,-6.118535,1.9173505
N1129,2.0824711,0.9233487,-6.4623547,2.3473501
N608,1.7891264,1.010877,-6.0659122,2.104267
N1086,1.9137892,0.8795589,-5.8915143,2.1624877
N700,1.7268862,0.47205558,-3.3821516,1.5315989
N306,2.8071914,-2.898604,-1.6113486,-1.2638863
N751,-0.8403055,-0.45076618,-5.624372,1.8712173
N227,-0.93644583,-0.36727518,-5.582089,1.7672235
N205,-0.6774039,0.11897656,1.0663235,-1.8259554
N542,3.3731892,3.1405287,0.1380254,0.4271991
N1051,7.895242,3.768954,-2.6814132,1.7775117
N459,7.9513087,3.8907318,-2.5944347,1.6774491
N511,1.3660842,-7.497462,-0.19442715,2.4093485
N145,-0.9914972,-0.021848518,-4.2499013,0.722024
N211,1.5538803,-3.2205617,-2.214495,-0.4014503
N432,0.21492107,-2.6221325,-1.5697422,-0.8446147
N697,-0.4024825,-0.20877711,-2.6138375,0.333761
N79,3.8116972,0.78088474,2.4944293,0.59051776
N870,4.5086966,1.6966249,2.6620398,1.840437
N417,4.577677,1.6451049,2.8018727,1.9188104
N1021,5.0292773,2.1984394,3.0893662,1.9557161
N509,3.9200876,1.1300453,2.7715082,1.0690409
N719,5.657844,1.9189608,3.2885773,1.3636627
N579,5.547475,1.7813063,3.2565053,0.9360916
N581,-2.3297815,7.6320524,1.0834935,-1.7894183
N1077,-1.3675244,-0.6299854,-6.5957327,3.0164783
N47,-1.878724,-0.7267524,-7.3834176,3.6030693
N1012,-1.64045,-1.2121958,-7.0150547,3.1892395
N175,-1.8603246,-0.9034701,-7.4802194,3.523216
N623,3.5262148,-0.57505417,-6.3715835,3.165853
N543,3.4392414,-0.56816643,-6.2272744,3.1476192
N154,3.8889527,-1.1541606,-7.031961,2.7624915
N1017,3.9345767,-1.2366691,-7.11867,2.7040982
N41,3.8799036,-1.1714811,-7.3067718,2.7332911
N12,3.3119864,-0.6251624,-6.1199393,2.9255006
N1039,3.5721605,-0.44971108,-6.2474566,3.3813083
N777,3.449003,-0.48587477,-6.196884,3.410488
N506,0.33171597,-2.2285469,3.278315,-3.4483945
N811,3.1020217,0.60663474,2.0968428,0.75525075
N1067,2.6136117,-4.142098,1.8972322,-2.3722398
N249,3.047588,-4.6977234,2.1480627,-2.7423205
N791,2.9206722,-5.131557,2.237969,-2.6230898
N285,-0.13053021,1.2030566,1.4912146,0.54764
N1055,-0.100636296,1.10141,1.4540416,0.3456556
N1145,-3.0100713,0.5121191,6.3590846,-1.690751
N1010,-2.2599926,0.57119095,7.3266163,-2.6873827
N587,-2.078976,0.7125092,7.027611,-2.562519
N111,3.673,-5.2041163,-5.0228386,-5.841362
N435,3.7855265,-5.316101,-5.14023,-5.9788184
N561,3.8829236,-0.7747862,1.3301846,-0.4118478
N69,-1.4713849,-0.39642465,2.0983508,-2.482791
N485,-1.3046325,-1.1285403,1.6571695,-0.84238654
N400,-2.1351447,-0.017913304,-0.66226643,-1.2320375
N380,2.8213518,-0.13735893,1.7886187,-0.51692706
N139,-1.1427218,1.1274325,1.0361814,-1.9158151
N1103,-1.2017357,0.9439061,1.457819,-1.8694073
N867,3.134705,0.13647088,1.7568678,0.21346614
N1084,-0.029160315,1.2989489,0.021405421,0.3891991
N749,0.08437685,-0.9253995,-0.42997953,-1.4619135
N927,-2.8314867,1.0372189,-0.26489592,-0.09729996
N557,-0.86683506,1.0073363,3.1647496,2.3281205
N560,-3.253517,-0.5160255,-0.67707014,-0.026405156
N1133,-0.06208194,-0.209603,-0.63051206,-0.95494044
N891,3.2838755,0.25416663,2.5144517,-3.9823534
N128,-2.793643,-3.43354,1.3021599,0.6289298
N647,-2.913234,-3.8067634,0.5860131,0.89836025
N694,-3.32852,-3.4732668,1.4082817,0.2799085
N4,-2.8748033,-3.6985958,1.4878745,0.67105466
N580,-2.3253384,1.3492792,-0.40191466,-0.7984246
N182,-0.61221814,-0.16779324,-1.7694964,0.55800986
N313,-1.1257371,-1.1881928,0.8251847,-0.019305283
N876,0.98694825,-4.257074,-2.6665702,-3.0139935
N1044,2.5614243,-0.04080498,3.468563,-1.4250047
N958,-2.5917132,1.1146078,-5.7181273,-1.7899138
N293,-3.2004209,-3.6519735,1.4467967,0.39667365
N148,-0.4214003,-3.5199022,-4.4184046,-0.989653
N374,0.6813019,0.18553069,0.9413949,-1.5899237
N1177,3.22883,-1.5443969,5.6367717,0.23855278
N798,1.3321182,-0.5699511,0.26537234,3.9780114
N1190,-2.6524282,1.4990822,-0.31835574,-0.9943383
N547,1.6919949,-4.5406003,-2.7237277,2.7186928
N1114,1.4316576,-3.728783,-1.906734,-0.2828821
N951,3.874032,-3.5473926,-2.483917,-1.780419
N941,3.5806344,-3.81017,-1.661193,-0.98202586
N779,4.8712387,-2.9200668,0.30601293,0.5590061
N473,-2.974256,0.059815988,1.4803789,-8.764867
N1120,-1.2831918,4.392964,1.4740496,-1.4817528
N491,3.6025834,-2.8828945,-0.008224783,-2.7212212
N76,3.6004052,-2.8092074,0.10259777,-2.946592
N519,-0.26286826,-1.2522603,-0.88246167,-2.1081815
N155,0.9610687,-0.28946808,-4.2653503,-0.40481317
N62,-1.7712973,1.248734,5.5465975,6.0771813
N103,-1.7084608,1.3896836,5.4542913,5.9116898
N1209,-0.7418251,1.0662779,3.5335867,2.519159
N127,-3.0646572,-1.270114,1.9263171,1.4712764
N681,-1.1668377,-0.764291,1.6224151,-0.046227638
N818,2.3407922,-0.98485833,-1.3297937,-2.4131038
N89,0.8034144,0.36279994,0.91246325,-1.4841958
N517,-0.6598025,-0.97722346,-7.035927,0.2148693
N1046,-0.6057427,-0.7967313,-5.648161,0.14044656
N722,1.5479276,2.7548819,-1.4565537,-1.5275674
N20,1.5613754,2.9040475,-1.5104572,-1.5283973
N458,2.865286,3.6155112,-2.8996544,-2.4865701
N918,1.7219425,3.4044228,-2.471432,-1.7877762
N109,1.8130844,3.4687223,-2.5345743,-1.9029998
N635,1.2631046,2.065134,-1.8725764,-0.84065646
N819,2.78892,3.705581,-3.0721884,-2.5936441
N147,-0.6426295,-0.9502613,-6.890473,0.21890834
N658,1.8831118,3.0910692,-2.3534307,-1.703642
N1160,-0.50111043,0.5698446,-3.3672755,-4.7516556
N1104,-0.63559055,0.7225648,-2.9583495,-4.481432
N934,-0.586722,1.0078657,-3.036961,-4.294837
N388,-1.8581227,-1.6212257,-0.5827638,-4.977538
N668,-0.27726954,-0.12534983,-2.3703556,0.49397382
N1075,-0.9210669,-0.8328848,1.4779954,-0.1390055
N502,-1.2044374,-1.0823945,1.4207386,0.04837189
N770,1.2070482,-3.864461,-0.7684296,0.26421487
N345,1.4311647,-0.30676228,1.5535783,-0.078208886
N480,-1.479172,-0.59569854,0.58926284,0.85192394
N890,-0.699524,5.3223734,2.8734777,4.043272
N546,-1.2601638,1.7889987,-2.1079888,-1.4909654
N126,1.0486852,-3.1461701,-1.3616223,-0.56540763
N347,2.6224515,2.9742296,-1.9313776,-1.958801
N439,0.6455009,1.7200767,-2.519949,-1.0936882
N179,0.5390485,1.7095551,-2.5102,-0.9521716
N1113,-2.6268182,1.3432759,-0.37261054,-0.891295
N657,-3.3069289,-0.20284043,-0.47568396,0.091147
N529,0.95561177,-2.9539888,-0.5363094,0.66607296
N739,2.2453675,-4.7824416,-2.2264564,2.8202608
N1071,2.310904,-4.3567357,-2.1586306,2.3983998
N861,2.2472696,-5.1440473,-2.399663,2.858295
N735,1.0286167,-3.610689,-0.7091634,0.3738632
N1132,1.0738255,-3.4229999,-1.5368359,0.11876263
N555,0.9592853,-3.8139896,-1.6693182,-0.54523104
N690,0.8899899,0.56950325,0.69378966,-1.2280027
N243,0.85449594,0.5669668,0.67673564,-1.2618989
N583,0.5718484,1.749423,-2.4850483,-1.0324258
N214,-0.9668221,-0.64955527,-1.9962051,4.0133977
N715,-0.02352892,-0.2293965,0.12971741,-0.35856706
N198,-1.0863327,-0.7401386,-1.8025491,4.4043913
N1164,-2.0554655,0.22517848,-2.6883798,7.621347
N793,-0.13935576,-1.0127486,-0.69184005,-1.6662467
N467,1.9358364,2.29602,-1.0519574,-7.5556655
N336,0.52223814,0.7400419,-0.58016485,-1.707446
N1137,0.5150295,0.7315177,-0.5922358,-1.6713853
N758,-0.67087954,-0.48654944,-0.7153516,0.42797422
N606,1.27481,6.2175765,-0.7392027,1.60437
N204,-0.31610435,1.3804897,0.085201964,0.62284255
N162,-0.41721737,-1.043688,-0.8267406,-1.8202515
N718,-1.4260579,1.0267277,4.6146264,0.50718236
N389,-0.29757264,-0.2846962,0.28305802,-2.314354
N401,4.3597374,0.3861455,2.7969253,-4.217223
N1214,2.7219548,-0.04059958,3.3678162,-1.5568156
N58,0.19401307,0.57667685,0.06668605,-0.8914565
N711,5.206263,-4.4580607,-3.4670908,-0.5118899
N462,-2.8775828,1.4030545,-0.427818,-1.0822462
N1042,-0.74340093,-1.7035517,0.15663332,-0.11439352
N224,-1.8599026,0.020165497,-2.5680819,-3.0844233
N847,-1.7922677,0.0009854212,-2.8682528,-3.3918107
N73,-1.7898722,0.10834466,-2.4631886,-3.2436259
N636,-1.2160507,1.9094843,-2.3406708,-1.5507711
N192,-0.09224251,-1.0011168,-0.8485423,-1.9616024
N5,6.5709248,-3.1038086,-4.07829,-1.9305962
N588,0.2673774,3.9635198,0.9197191,-0.90896183
N1030,3.7108438,-3.7009745,-2.4455552,-1.1750402
N799,0.4081205,-3.6915164,-1.5332696,1.8563659
N354,5.16741,-3.0592394,-4.1865726,-1.4066275
N838,1.5168113,-0.39570853,-0.5777933,3.5398011
N121,0.36662906,4.1878867,1.2425749,-1.5094205
N614,0.95320433,4.369975,0.99062455,-1.362269
N274,6.0345063,-3.3948696,-4.0147047,-2.06037
N454,5.4388022,-3.3979495,-0.05472199,0.5038912
N357,5.4663663,-3.3396327,0.030596096,0.6259025
N1224,5.7068324,-3.4241822,0.059124622,0.5845532
N999,1.6779668,2.4150977,0.74898,2.4911158
N771,1.6836764,2.3578856,0.65770096,2.4730718
N895,1.8932339,-1.4615741,1.4917516,-2.8951066
N603,-2.49092,1.5900075,-0.48647878,-0.81945944
N1232,-0.076051846,1.3286314,1.3671851,0.3334744
N795,-2.104503,0.9991645,1.7118671,-2.0338655
N295,-2.2480888,1.3196535,0.016932826,-0.31274852
N1063,0.3677514,-1.3881749,0.060367975,-0.46998096
N592,-0.60706073,1.9852033,-3.1474686,3.2602103
N1142,1.9756492,1.6700672,-0.24417998,-6.299811
N764,1.742774,1.9494486,1.0042115,2.5164113
N738,1.1712976,1.0556791,1.8710047,2.5166454
N368,3.2847235,-0.3806952,1.2603204,-0.18442756
N942,8.023208,-0.53915536,0.9241601,-1.0744345
N1181,-0.29896817,0.94987166,-2.0361075,1.4120991
N653,0.15482056,2.3626633,-1.094868,1.5419908
N117,2.799373,-0.18174382,3.4535546,-1.6190697
N168,-0.6180821,1.8643382,-2.9765594,3.1680405
N273,-0.49316952,2.0198512,-2.7868588,2.9628367
N281,-0.0864105,-0.046860117,-0.30094638,-0.29467812
N272,2.9187708,-2.8675413,4.308062,-1.9182621
N512,-1.3113667,-0.009247679,-3.4122787,-2.126417
N419,-1.3926467,0.06621567,-3.3886771,-2.3592749
N178,-1.4423729,0.033013538,-3.5880487,-2.2340744
N539,-1.4995037,0.11057767,-3.0325222,-2.6666093
N858,-1.6817862,0.9043891,-3.0667374,-1.6610144
N1173,-1.541054,0.8793624,-3.405269,-1.9209807
N946,-1.0876008,0.32482153,-4.6724467,-4.8736477
N71,-1.0226153,0.35302085,-5.0395727,-5.309671
N909,-1.1557306,0.45637593,-3.145619,-4.0778217
N35,-1.1150596,0.34067166,-5.1518316,-5.5175323
N611,-1.0219042,0.3325065,-5.0407677,-5.292167
N449,-1.0007484,0.38722968,-4.9003196,-5.236811
N1193,-1.7481134,0.81212467,-3.1329603,-1.6828316
N144,-2.228343,0.67250776,-2.8739026,-2.0090775
N956,-1.8874617,0.62586397,-2.7146826,-2.2613041
N1171,-1.6796649,0.8051832,-3.0309598,-1.5890782
N1225,-0.94419134,-0.35532796,-4.7627625,-4.7265325
N802,-1.0646627,-0.4071625,-4.8452153,-4.8037195
N1025,-1.184481,-0.5518767,-5.1001005,-5.1334095
N680,-1.0767478,-0.4853086,-4.920238,-4.867039
N515,-1.0705093,-0.4709152,-4.8949237,-4.893439
N39,-1.2868276,1.0540808,-3.39658,-1.8943627
N448,-1.8312817,0.5464296,-2.6618195,-2.9912562
N1099,-0.19355701,3.8956463,-2.1738899,-4.8192844
N271,-0.3908635,3.6952121,-2.470199,-4.373433
N37,-0.30913308,3.4123185,-2.27,-4.2179933
N1185,-0.17470136,3.9005322,-2.2321055,-4.909923
N674,-0.20986962,3.9039917,-2.3568518,-4.961739
N654,-0.27705547,3.8005888,-2.114356,-4.4257503
N1175,-0.2583647,3.739991,-2.2494059,-4.3417225
N765,3.1630943,-2.6900017,4.1734567,-1.6770084
N100,4.4537096,0.4942232,2.093337,-5.210415
N632,3.4824731,-3.5958834,4.9458504,-2.2195458
N404,3.6330106,-1.551027,4.554619,-1.8868542
N302,4.0180683,-1.7256961,4.792753,-2.4493482
N769,-3.7641757,-0.50833386,-0.6512007,0.11076243
N440,2.1739125,-0.25277787,-2.3661985,0.27006227
N708,0.0070015937,0.9958867,0.7714175,-2.4115407
N977,-1.7815815,0.2770399,-2.6383574,-2.4743845
